sudo: unable to resolve host pedro: Temporary failure in name resolution
20210520150432,10.0.0.2,80,10.0.0.4,54602,4,0.0-10.2,3276800,2567142
20210520150432,10.0.0.2,80,10.0.0.4,54600,6,0.0-10.2,3276800,2567748
20210520150432,10.0.0.2,80,10.0.0.4,54634,11,0.0-10.2,3276800,2566775
20210520150432,10.0.0.2,80,10.0.0.4,54604,10,0.0-10.2,3276800,2567657
20210520150432,10.0.0.2,80,10.0.0.4,54636,9,0.0-10.2,3276800,2566319
20210520150432,10.0.0.2,80,10.0.0.4,54624,14,0.0-10.2,3276800,2567892
20210520150432,10.0.0.2,80,10.0.0.4,54612,15,0.0-10.2,3276800,2568204
20210520150433,10.0.0.2,80,10.0.0.4,54632,5,0.0-10.2,3276800,2563549
20210520150433,10.0.0.2,80,10.0.0.4,54638,7,0.0-10.2,3276800,2563724
20210520150433,10.0.0.2,80,10.0.0.4,54622,12,0.0-10.2,3276800,2563808
20210520150433,10.0.0.2,80,10.0.0.4,54614,13,0.0-10.5,3407872,2590678
20210520150433,10.0.0.2,80,10.0.0.4,54626,19,0.0-10.5,3407872,2590720
20210520150433,10.0.0.2,80,10.0.0.4,54618,8,0.0-10.5,3407872,2590188
20210520150433,10.0.0.2,80,10.0.0.4,54616,22,0.0-10.5,3407872,2590379
20210520150433,10.0.0.2,0,10.0.0.4,0,-1,0.0-10.5,46399488,35266417
20210520150551,10.0.0.2,80,10.0.0.4,57906,22,0.0-10.8,2752512,2038072
20210520150551,10.0.0.2,80,10.0.0.4,57928,24,0.0-10.8,2752512,2038033
20210520150551,10.0.0.2,80,10.0.0.4,57926,23,0.0-10.8,2752512,2037922
20210520150551,10.0.0.2,80,10.0.0.4,57890,4,0.0-10.8,2752512,2037629
20210520150551,10.0.0.2,80,10.0.0.4,57902,5,0.0-10.8,2752512,2037663
20210520150551,10.0.0.2,80,10.0.0.4,57860,6,0.0-10.8,2752512,2037449
20210520150551,10.0.0.2,80,10.0.0.4,57878,7,0.0-10.8,2752512,2035980
20210520150551,10.0.0.2,80,10.0.0.4,57888,9,0.0-10.8,2752512,2037595
20210520150551,10.0.0.2,80,10.0.0.4,57900,8,0.0-10.8,2752512,2037246
20210520150551,10.0.0.2,80,10.0.0.4,57880,11,0.0-10.8,2752512,2036762
20210520150551,10.0.0.2,80,10.0.0.4,57904,10,0.0-10.8,2752512,2034471
20210520150551,10.0.0.2,80,10.0.0.4,57864,14,0.0-10.8,2752512,2035224
20210520150551,10.0.0.2,80,10.0.0.4,57892,12,0.0-10.8,2752512,2037560
20210520150551,10.0.0.2,80,10.0.0.4,57924,15,0.0-10.8,2752512,2036655
20210520150551,10.0.0.2,80,10.0.0.4,57934,20,0.0-10.8,2752512,2036319
20210520150551,10.0.0.2,80,10.0.0.4,57870,13,0.0-10.8,2752512,2033702
20210520150551,10.0.0.2,80,10.0.0.4,57922,16,0.0-10.8,2752512,2032294
20210520150551,10.0.0.2,80,10.0.0.4,57930,18,0.0-10.8,2752512,2033898
20210520150551,10.0.0.2,80,10.0.0.4,57932,17,0.0-10.8,2752512,2032405
20210520150551,10.0.0.2,80,10.0.0.4,57908,19,0.0-10.8,2752512,2033399
20210520150557,10.0.0.2,80,10.0.0.4,59146,28,0.0-16.6,2097152,1012816
20210520150557,10.0.0.2,80,10.0.0.4,59120,32,0.0-16.6,2097152,1013027
20210520150557,10.0.0.2,80,10.0.0.4,59142,31,0.0-16.6,2097152,1012811
20210520150557,10.0.0.2,80,10.0.0.4,59118,27,0.0-16.6,2097152,1011816
20210520150557,10.0.0.2,80,10.0.0.4,59112,35,0.0-16.6,2097152,1012875
20210520150557,10.0.0.2,80,10.0.0.4,59144,36,0.0-16.6,2097152,1012822
20210520150557,10.0.0.2,80,10.0.0.4,59138,38,0.0-16.6,2097152,1012810
20210520150557,10.0.0.2,80,10.0.0.4,59116,40,0.0-16.6,2097152,1011811
20210520150557,10.0.0.2,80,10.0.0.4,59134,41,0.0-16.6,2097152,1011807
20210520150557,10.0.0.2,80,10.0.0.4,59114,44,0.0-16.6,2097152,1012435
20210520150557,10.0.0.2,80,10.0.0.4,59128,34,0.0-16.7,2097152,1005119
20210520150557,10.0.0.2,80,10.0.0.4,59136,42,0.0-16.7,2097152,1003897
20210520150557,10.0.0.2,80,10.0.0.4,59110,37,0.0-17.1,2228224,1043934
20210520150557,10.0.0.2,80,10.0.0.4,59140,21,0.0-17.1,2228224,1042763
20210520150557,10.0.0.2,80,10.0.0.4,59122,30,0.0-17.1,2228224,1043819
20210520150557,10.0.0.2,80,10.0.0.4,59130,33,0.0-17.1,2228224,1043829
20210520150558,10.0.0.2,80,10.0.0.4,59132,39,0.0-17.2,2228224,1035152
20210520150558,10.0.0.2,80,10.0.0.4,59108,26,0.0-17.2,2228224,1034020
20210520150558,10.0.0.2,80,10.0.0.4,59124,25,0.0-17.3,2228224,1032937
20210520150558,10.0.0.2,80,10.0.0.4,59126,29,0.0-17.2,2228224,1033985
20210520150603,10.0.0.2,80,10.0.0.4,33774,5,0.0-22.5,2621440,934100
20210520150603,10.0.0.2,80,10.0.0.4,33820,9,0.0-22.5,2621440,934056
20210520150603,10.0.0.2,80,10.0.0.4,33836,6,0.0-22.5,2621440,933970
20210520150603,10.0.0.2,80,10.0.0.4,33786,13,0.0-22.5,2621440,934121
20210520150603,10.0.0.2,80,10.0.0.4,33770,16,0.0-22.5,2621440,933885
20210520150603,10.0.0.2,80,10.0.0.4,33818,15,0.0-22.5,2621440,934088
20210520150603,10.0.0.2,80,10.0.0.4,33830,23,0.0-22.5,2621440,934133
20210520150603,10.0.0.2,80,10.0.0.4,33808,24,0.0-22.4,2621440,934178
20210520150603,10.0.0.2,80,10.0.0.4,33812,20,0.0-22.4,2621440,934178
20210520150603,10.0.0.2,80,10.0.0.4,33816,22,0.0-22.4,2621440,934167
20210520150603,10.0.0.2,80,10.0.0.4,33752,12,0.0-22.5,2621440,933931
20210520150603,10.0.0.2,80,10.0.0.4,33838,4,0.0-22.5,2621440,933786
20210520150603,10.0.0.2,80,10.0.0.4,33788,7,0.0-22.5,2621440,933583
20210520150603,10.0.0.2,80,10.0.0.4,33760,10,0.0-22.5,2621440,933790
20210520150603,10.0.0.2,80,10.0.0.4,33814,18,0.0-22.5,2621440,933790
20210520150603,10.0.0.2,80,10.0.0.4,33832,11,0.0-22.5,2621440,933767
20210520150603,10.0.0.2,80,10.0.0.4,33768,8,0.0-22.5,2621440,933790
20210520150603,10.0.0.2,80,10.0.0.4,33790,17,0.0-22.5,2621440,933415
20210520150603,10.0.0.2,80,10.0.0.4,33824,19,0.0-22.5,2621440,933778
20210520150603,10.0.0.2,80,10.0.0.4,33826,14,0.0-22.5,2621440,933782
20210520150603,10.0.0.2,0,10.0.0.4,0,-2,0.0-22.5,150470656,53578061
20210520150627,10.0.0.2,80,10.0.0.4,42114,5,0.0-10.6,2883584,2181420
20210520150627,10.0.0.2,80,10.0.0.4,42124,4,0.0-10.6,2883584,2180991
20210520150627,10.0.0.2,80,10.0.0.4,42122,6,0.0-10.6,2883584,2181218
20210520150627,10.0.0.2,80,10.0.0.4,42082,9,0.0-10.6,2883584,2181279
20210520150627,10.0.0.2,80,10.0.0.4,42116,7,0.0-10.6,2883584,2181625
20210520150627,10.0.0.2,80,10.0.0.4,42100,10,0.0-10.6,2883584,2180782
